index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
11,NR_025904.1,1,1536,3,1489,96.9401,2.74349,16.9,1.0,29391,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,2.7434895833333335,0.6449598743137696,0.2350874150322615,0.02
12,NR_025981.1,1,1477,2,1430,96.8179,1.83006,18.9,3.5,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.8300609343263372,0.4524403808795693,0.24722694878250973,0.02
13,NR_026075.1,1,1468,1,1148,78.2016,0.782016,17.3,1.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,0.782016348773842,0.4128762272452478,0.5279636773484527,0.01
14,NR_026100.1,1,1499,3,1446,96.4643,2.78786,18.5,0.667,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,2.787858572381588,0.625529276102836,0.22437625864516658,0.02
15,NR_026331.1,1,1488,4298,1488,100.0,4087.15,19.1,6.45,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,4087.1525537634407,535.470296487954,0.13101304378641168,32.81
16,NR_026332.1,1,1487,30,1466,98.5878,28.0498,17.7,3.97,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,28.0497646267653,4.0731638849141305,0.14521205219053734,0.23
17,NR_026476.1,1,1463,22,1443,98.6329,20.7047,19.0,15.0,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,20.704716336295284,3.5284642239098423,0.17041838036314744,0.17
18,NR_027549.1,1,1473,266,1465,99.4569,246.549,18.4,3.95,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,246.54921928038019,38.70899211209364,0.15700310155139077,2.03
19,NR_027557.1,1,1482,1,1394,94.0621,0.940621,19.0,1.0,536231,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis,0.9406207827260459,0.23633308238561848,0.2512522439709373,0.01
20,NR_028664.1,1,1520,1,1440,94.7368,0.947368,20.5,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.9473684210526315,0.22329687826943725,0.23570226039551712,0.01
21,NR_029097.1,1,1374,143,1322,96.2154,130.472,19.1,1.69,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,130.47234352256186,28.995111381533828,0.22223185848209942,1.09
22,NR_029171.1,1,1484,2,1449,97.6415,1.92116,20.5,60.0,714,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,1.9211590296495957,0.3461139740972117,0.18015893986680537,0.02
23,NR_029207.1,1,1426,6,1396,97.8962,5.35344,18.5,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,5.35343618513324,1.2655396386219813,0.23639763226027577,0.05
24,NR_029356.1,1,1550,1,1358,87.6129,0.876129,15.8,35.0,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.8761290322580645,0.32943428949125964,0.3760111551630725,0.01
26,NR_036934.1,1,1481,2,1443,97.4342,1.8447,18.5,0.0,33033,Bacteria,unclassified Bacteria kingdom,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra,1.8446995273463875,0.427198915925004,0.23158184278364968,0.02
27,NR_040877.1,1,1494,14,1455,97.3896,12.9699,17.6,0.857,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,12.96987951807229,2.3467264188828088,0.180936639820969,0.11
28,NR_041277.1,1,1490,6,1453,97.5168,5.60067,18.7,41.7,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,5.600671140939597,1.0610237328403078,0.18944581928484827,0.05
29,NR_041342.1,1,1488,142,1488,100.0,133.769,18.9,8.54,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,133.76948924731184,22.06131385692997,0.16492037146186012,1.08
30,NR_041343.1,1,1492,75,1491,99.933,70.256,19.5,47.4,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,70.25603217158177,12.042379247028407,0.17140705039558857,0.57
31,NR_041351.1,1,1493,3,1434,96.0482,2.76155,19.7,1.0,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,2.7615539182853315,0.6714507266398221,0.2431423562632196,0.02
32,NR_041446.1,1,1456,2,1427,98.0082,1.85508,17.5,3.0,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,1.8550824175824177,0.40466237971794494,0.21813714360212064,0.02
33,NR_041461.1,1,1492,2,1385,92.8284,1.74598,16.3,1.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,1.7459785522788205,0.5769975625663891,0.3304723083873522,0.02
34,NR_041464.1,1,1492,2,1446,96.9169,1.85657,17.6,4.0,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,1.85656836461126,0.42955930876873316,0.2313727395967328,0.02
35,NR_041508.1,1,1461,2,1374,94.0452,1.82957,21.1,0.5,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,1.8295687885010268,0.5103733171769581,0.2789582552920074,0.02
36,NR_041590.1,1,1342,530,1316,98.0626,489.533,19.9,8.21,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,489.5327868852459,105.89744236330125,0.2163234929310777,4.05
37,NR_041810.1,1,1364,1,1320,96.7742,0.967742,20.7,1.0,115545,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,0.967741935483871,0.17668469596940664,0.18257418583505353,0.01
38,NR_042745.1,1,1493,1,1371,91.8285,0.918285,17.1,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.9182853315472204,0.27392951905997864,0.29830545000477615,0.01
39,NR_042832.1,1,1456,2,1441,98.9698,1.86882,18.1,1.0,301302,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,1.8688186813186813,0.3668476194753671,0.1962992039530079,0.02
40,NR_042867.1,1,1362,1,1323,97.1366,0.971366,21.0,1.0,51049,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus indolicus,0.9713656387665198,0.166776600847456,0.1716929178792404,0.01
41,NR_042877.1,1,1360,9,1360,100.0,8.58162,19.8,4.89,733,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Canicola,Canicola haemoglobinophilus,8.581617647058824,0.7311053482753489,0.0851943512684838,0.07
42,NR_042927.1,1,1471,1,1422,96.6689,0.966689,15.8,1.0,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.9666893269884432,0.17944657164480268,0.18563003297433525,0.01
43,NR_043601.1,1,1339,1,1212,90.5153,0.905153,23.4,1.0,204,Bacteria,unclassified Bacteria kingdom,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter showae,0.9051530993278566,0.29300335510883146,0.3237058518900374,0.01
44,NR_043656.1,1,1540,1,1396,90.6494,0.906494,21.6,1.0,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,0.9064935064935065,0.2911409094899116,0.32117263654331224,0.01
45,NR_043657.1,1,1553,246,1521,97.9395,223.877,18.4,11.1,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,223.87701223438506,49.856984837765324,0.22269809812169647,1.88
46,NR_044473.1,1,1399,11,1398,99.9285,10.0793,18.9,6.73,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,10.079342387419585,1.210566120613708,0.12010368078424066,0.08
47,NR_074376.1,1,1497,7,1448,96.7268,6.50301,20.2,0.143,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,6.5030060120240485,1.3057184932178096,0.20078691159189122,0.05
48,NR_074515.1,1,1510,4,1450,96.0265,3.71987,19.5,18.2,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,3.7198675496688742,0.8388355116287666,0.22550144606719558,0.03
49,NR_074902.1,1,1542,2192,1505,97.6005,2012.73,19.1,0.737,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,2012.7341115434501,465.53319010916067,0.2312939336791833,16.74
50,NR_074910.1,1,1544,1,1352,87.5648,0.875648,14.7,1.0,90371,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,0.8756476683937824,0.32998307415732253,0.3768445758128003,0.01
51,NR_102893.1,1,1537,1,1392,90.566,0.90566,18.3,30.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,0.9056603773584906,0.29230062990244776,0.32274861218395273,0.01
52,NR_102980.1,1,1552,237,1526,98.3247,218.759,19.1,1.89,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,218.7590206185567,47.35563978724573,0.21647399797889152,1.81
53,NR_104700.1,1,1493,3,1430,95.7803,2.63094,15.6,0.667,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,2.6309444072337573,0.7831319334407681,0.2976619085099458,0.02
54,NR_104735.1,1,1511,4,1400,92.6539,3.51291,18.5,6.0,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,3.512905360688286,1.1376181026002146,0.32383966711170387,0.03
55,NR_104803.1,1,1521,1,1242,81.6568,0.816568,16.4,1.0,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,0.8165680473372781,0.38702024676373414,0.47395957755848606,0.01
56,NR_104826.1,1,1530,103,1489,97.3203,94.2778,18.2,0.99,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,94.27777777777777,20.43160029186567,0.21671703314884036,0.79
58,NR_104901.1,1,1515,864,1484,97.9538,801.475,18.9,3.01,621,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,801.4745874587459,151.9530276813512,0.18959182244711237,6.6
59,NR_104930.1,1,1486,1,1423,95.7604,0.957604,18.8,1.0,726,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus,0.9576043068640646,0.2014901941521196,0.21041070169364,0.01
60,NR_104940.1,1,1478,1,910,61.5697,0.615697,14.9,1.0,565,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,0.6156968876860622,0.4864300876588118,0.7900479885271691,0.01
61,NR_104944.1,1,1416,2,1411,99.6469,1.89831,17.2,3.0,90367,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,1.8983050847457628,0.3137119799407207,0.16525898943305822,0.02
62,NR_112789.1,1,1468,1,1296,88.2834,0.882834,18.1,1.0,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,0.8828337874659401,0.321618238249144,0.3643021402389995,0.01
63,NR_112899.1,1,1491,2,1429,95.8417,1.86318,19.3,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,1.86317907444668,0.4486274852419349,0.24078602609637328,0.02
64,NR_112901.1,1,1469,27,1447,98.5024,25.3458,18.5,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,25.345813478556842,4.018704290548909,0.15855495401435143,0.21
65,NR_112946.1,1,1489,9,1450,97.3808,8.40631,18.7,4.11,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,8.406312961719275,1.5842535806377354,0.18845998095147304,0.07
66,NR_113064.1,1,1490,15,1451,97.3826,13.9926,19.2,0.933,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,13.99261744966443,2.736151070236917,0.1955424766009404,0.11
67,NR_113073.1,1,1481,1,1350,91.1546,0.911546,24.6,0.0,487174,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.9115462525320729,0.2839536617598155,0.311507683752805,0.01
68,NR_113125.1,1,1486,1,1019,68.5734,0.685734,16.5,0.0,28112,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,0.6857335127860027,0.46422307377829664,0.6769730006227171,0.01
69,NR_113165.1,1,1466,2,1420,96.8622,1.8588,17.6,1.0,147207,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,1.858799454297408,0.4289740664491533,0.2307801766658564,0.02
70,NR_113195.1,1,1490,20,1453,97.5168,18.2651,18.4,1.65,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,18.26510067114094,3.614130102702633,0.197870801140067,0.15
71,NR_113208.1,1,1489,1,1402,94.1572,0.941572,17.3,1.0,871327,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chinchillae,0.941571524513096,0.23455188922534675,0.24910682101037185,0.01
72,NR_113231.1,1,1491,18,1459,97.8538,16.6848,18.4,8.94,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,16.684775318578136,2.9873244849909137,0.1790449333569744,0.14
73,NR_113260.1,1,1470,1,1413,96.1224,0.961224,19.3,1.0,1305,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.9612244897959183,0.19305949863317803,0.20084746142305146,0.01
74,NR_113270.1,1,1493,1,1370,91.7616,0.917616,18.7,1.0,1121114,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,0.9176155391828533,0.27494956161633777,0.2996348142286075,0.01
75,NR_113273.1,1,1469,4,1427,97.1409,3.69912,17.5,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,3.6991150442477876,0.7831656491495549,0.21171702955478397,0.03
76,NR_113274.1,1,1478,21,1451,98.1732,19.7375,19.5,0.19,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,19.73748308525034,3.4861162322894117,0.17662415300026568,0.16
77,NR_113410.1,1,1390,3,1374,98.8489,2.86259,19.1,2.67,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,2.8625899280575537,0.44459558558166257,0.15531235585788164,0.02
78,NR_113411.1,1,1493,899,1493,100.0,844.175,19.1,31.6,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,844.1748158070998,139.3044086427165,0.16501843698041402,6.86
79,NR_114042.1,1,1467,11,1467,100.0,10.3879,18.4,0.545,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,10.387866394001364,0.9231935406174542,0.08887229635053516,0.08
80,NR_114079.1,1,1467,7,1221,83.2311,5.20723,18.7,0.0,564,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,5.207225630538514,2.598175046213742,0.4989557262463097,0.05
81,NR_114338.1,1,1487,1,1409,94.7545,0.947545,21.1,0.0,33033,Bacteria,unclassified Bacteria kingdom,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra,0.9475453934095495,0.2229419674217758,0.2352836803095675,0.01
82,NR_114807.1,1,1456,1,1319,90.5907,0.905907,16.6,1.0,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.9059065934065934,0.2919586228030505,0.3222833622450656,0.01
83,NR_115138.1,1,1468,4,1459,99.3869,3.84673,18.4,8.0,115545,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,3.8467302452316074,0.49830387054071207,0.12953959305007356,0.03
84,NR_115211.1,1,1485,1,1273,85.7239,0.857239,16.7,1.0,253257,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,0.8572390572390572,0.3498288952944691,0.4080879100646399,0.01
85,NR_116167.1,1,1506,6,1462,97.0784,5.55113,19.9,31.5,985008,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus,5.551128818061089,1.1374825658688412,0.20491013686584628,0.05
86,NR_117373.1,1,1327,2,1259,94.8757,1.74906,17.8,1.0,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,1.749058025621703,0.5389405461014478,0.3081318848240505,0.02
87,NR_117751.1,1,1427,1,929,65.1016,0.651016,14.8,1.0,545,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,0.6510161177295024,0.4766488562725277,0.7321613755660894,0.01
88,NR_118249.1,1,1463,1,1437,98.2228,0.982228,20.2,41.0,1107316,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria oralis,0.9822282980177717,0.13212065921301883,0.1345111513073393,0.01
89,NR_118333.1,1,1500,1,1340,89.3333,0.893333,14.8,1.0,1158459,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sacchari,0.8933333333333333,0.3086889840744075,0.34554737023254567,0.01
90,NR_119068.1,1,1470,1,1304,88.7075,0.887075,19.0,1.0,36832,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora aerotolerans,0.8870748299319728,0.3165013049469708,0.3567921152392999,0.01
91,NR_119085.1,1,1503,1,1389,92.4152,0.924152,15.7,1.0,29364,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] polysaccharolyticum,0.9241516966067864,0.264755242187165,0.2864846141161332,0.01
92,NR_119109.1,1,1443,1,1365,94.5946,0.945946,20.0,1.0,566,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris,0.9459459459459459,0.22612433149569716,0.23904572186687986,0.01
93,NR_119217.1,1,1482,1,1393,93.9946,0.939946,20.1,1.0,1121114,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,0.9399460188933874,0.23758682720188465,0.2527664593777409,0.01
94,NR_121773.2,1,1532,1,1344,87.7285,0.877285,19.3,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,0.8772845953002611,0.3281102469431852,0.3740066207715474,0.01
95,NR_125570.1,1,1395,139,1365,97.8495,125.685,19.3,1.22,796943,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium parvum,125.68458781362007,32.316659248342376,0.25712507643550797,1.06
96,NR_125571.1,1,1436,41,1434,99.8607,37.4735,18.4,8.05,796944,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,37.47353760445682,6.518026985690546,0.17393679386478153,0.31
97,NR_125656.1,1,1451,1,1417,97.6568,0.976568,19.1,0.0,1335047,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia shaoguanensis,0.9765678842177808,0.15127145048616253,0.15490111126000128,0.01
