index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
12,NR_026331.1,1,1488,6,1463,98.3199,5.77218,20.0,3.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,5.772177419354839,0.8407338644826663,0.14565281061243537,0.07
13,NR_026409.1,1,1495,15,1456,97.3913,14.1726,19.7,1.6,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,14.17257525083612,2.5352993642587607,0.1788876982049673,0.19
14,NR_026493.1,1,1488,13,1460,98.1183,12.3871,20.1,6.54,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,12.387096774193548,2.0062121697877844,0.161959836623493,0.16
15,NR_026494.1,1,1499,1,1393,92.9286,0.929286,15.5,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.9292861907938625,0.2563461846677207,0.2758527859417899,0.01
16,NR_027549.1,1,1473,1,1348,91.5139,0.915139,20.0,0.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.9151391717583164,0.2786744840702493,0.304515960708811,0.01
17,NR_027579.1,1,1402,1,1199,85.5207,0.855207,15.3,1.0,471875,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,0.855206847360913,0.35189216471516277,0.4114702376402487,0.01
18,NR_028862.1,1,1537,22,1513,98.4385,20.5153,19.3,59.1,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,20.515289525048797,3.5994912797649623,0.17545408147274982,0.27
19,NR_029097.1,1,1374,621,1326,96.5066,570.58,20.0,1.96,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,570.580058224163,124.94001673931568,0.21897017769630964,7.76
20,NR_029207.1,1,1426,1,1353,94.8808,0.948808,18.0,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9488078541374474,0.22038945089214057,0.23228038209326862,0.01
21,NR_029356.1,1,1550,87,1461,94.2581,78.9155,20.3,38.8,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,78.91548387096775,20.50183199346951,0.2597947954927504,1.09
22,NR_036800.1,1,1481,57,1454,98.1769,53.9244,19.8,48.9,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,53.924375422012155,8.227583670200216,0.15257633687569208,0.71
23,NR_036928.1,1,1431,4,1420,99.2313,3.56324,21.1,1.75,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,3.56324248777079,0.6614188393913828,0.18562274155110192,0.05
24,NR_037068.1,1,1441,2,1400,97.1548,1.73213,19.3,1.0,29375,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanolytica,1.7321304649548925,0.5030113064074856,0.29040035758541133,0.02
25,NR_037088.1,1,1453,1,1392,95.8018,0.958018,22.0,9.0,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,0.9580178940123881,0.20054827041003437,0.20933666444380744,0.01
26,NR_041277.1,1,1490,476,1489,99.9329,449.509,19.8,57.3,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,449.50939597315437,75.12799980479124,0.1671333246375078,5.95
27,NR_041313.1,1,1485,2,1466,98.7205,1.91919,19.1,34.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,1.9191919191919191,0.3160179749213987,0.1646619974590446,0.02
28,NR_041342.1,1,1488,16,1450,97.4462,15.2198,20.0,30.9,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,15.21975806451613,2.6126680520244774,0.17166291612188908,0.2
29,NR_041343.1,1,1492,23,1489,99.7989,21.931,20.9,53.1,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,21.930965147453083,3.541584577629286,0.16148785763952492,0.29
30,NR_041351.1,1,1493,11,1455,97.4548,10.2706,19.1,20.5,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,10.270596115204286,1.946140007976818,0.18948656788244356,0.14
31,NR_041446.1,1,1456,8,1444,99.1758,7.52335,19.8,7.5,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,7.523351648351649,1.114097366605587,0.14808524427403089,0.1
32,NR_041508.1,1,1461,2,1433,98.0835,1.86105,19.4,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,1.8610540725530458,0.39745423348192815,0.2135640438091567,0.02
33,NR_041590.1,1,1342,740,1308,97.4665,687.712,20.6,9.59,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,687.7116244411326,149.29899635284315,0.21709535079354034,9.24
34,NR_042152.1,1,1456,11,1450,99.5879,9.52335,18.8,0.182,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,9.523351648351648,2.41578003180295,0.25366909896906786,0.14
35,NR_042745.1,1,1493,5,1471,98.5265,4.78232,21.3,0.2,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,4.78231748158071,0.7952694958359698,0.16629374751864187,0.06
36,NR_042832.1,1,1456,3,1439,98.8324,2.70742,18.0,2.33,301302,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,2.7074175824175826,0.636223344672493,0.23499269148735408,0.04
37,NR_042927.1,1,1471,1,1409,95.7852,0.957852,17.1,1.0,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.9578518014955812,0.200927170555032,0.2097685364701576,0.01
38,NR_043016.1,1,1419,13,1417,99.8591,12.6575,20.5,6.54,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,12.657505285412261,0.8600226035307149,0.06794566418407018,0.16
39,NR_043142.1,1,1465,1,1390,94.8805,0.948805,18.6,1.0,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.9488054607508533,0.2203943247913033,0.23228610490594195,0.01
40,NR_043224.1,1,1455,15,1454,99.9313,13.6887,19.1,0.0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,13.688659793814432,2.2444988705259785,0.16396775903074254,0.19
41,NR_043657.1,1,1553,31,1503,96.7804,28.1655,19.0,10.7,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,28.16548615582743,6.336276755959206,0.22496599990865887,0.39
42,NR_043681.1,1,1420,3,1357,95.5634,2.56056,18.4,5.0,358743,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,2.5605633802816903,0.7314810122860703,0.28567190248795926,0.04
43,NR_044270.1,1,1454,1,1168,80.3301,0.803301,14.8,0.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.8033012379642366,0.3975026528834271,0.4948363504216636,0.01
44,NR_044289.1,1,1454,1,1350,92.8473,0.928473,20.7,1.0,460384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis,0.9284731774415406,0.2577028059861805,0.27755546659548624,0.01
45,NR_044473.1,1,1399,29,1398,99.9285,27.0658,19.1,4.0,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,27.06576125804146,3.2247202298162665,0.11914389545788873,0.36
46,NR_044490.1,1,1482,33,1470,99.1903,31.3387,19.6,55.9,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,31.3387314439946,4.9699472551226505,0.15858801636576886,0.41
47,NR_044688.3,1,1456,30,1429,98.1456,28.4883,20.4,8.27,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,28.488324175824175,4.2682865729161525,0.14982582150403623,0.37
48,NR_074376.1,1,1497,27,1453,97.0608,25.3413,19.4,33.6,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,25.341349365397463,4.802900097672009,0.18952819080069058,0.34
49,NR_074515.1,1,1510,184,1490,98.6755,171.996,20.0,21.7,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,171.9960264900662,35.092894472946575,0.20403316977193886,2.3
50,NR_074902.1,1,1542,39,1500,97.2763,36.0117,19.6,5.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,36.011673151750976,8.208762435863882,0.22794726591215747,0.49
51,NR_102852.1,1,1519,2,1451,95.5234,1.85517,19.0,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.8551678736010533,0.46193978913938977,0.24900161096619342,0.02
52,NR_102893.1,1,1537,7,1482,96.4216,6.108,17.4,1.14,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,6.108002602472348,1.634865641444443,0.26765961769281094,0.09
53,NR_102980.1,1,1552,116,1507,97.1005,107.49,20.1,1.91,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,107.48969072164948,23.684538584181496,0.22034242005136961,1.45
54,NR_104700.1,1,1493,6,1439,96.3831,5.22907,18.6,1.83,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,5.2290689886135295,1.4834786524201493,0.2836984280854724,0.07
55,NR_104735.1,1,1511,12,1440,95.3011,10.546,19.1,1.92,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,10.545996029119788,2.951466368323764,0.279866061031516,0.15
56,NR_104800.1,1,1522,1,1278,83.9685,0.839685,16.2,1.0,290055,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena fissicatena,0.8396846254927727,0.3668982899985176,0.43694772877757726,0.01
57,NR_104803.1,1,1521,2,1450,95.332,1.81788,17.2,1.0,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,1.8178829717291256,0.4922499853792103,0.27078199919051676,0.02
58,NR_104826.1,1,1530,5,1464,95.6863,4.69608,20.8,0.0,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,4.696078431372549,1.0558509471543296,0.22483673613724764,0.06
59,NR_104899.1,1,1480,8,1452,98.1081,7.45541,19.1,3.12,384636,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanisolvens,7.455405405405405,1.3398912714956648,0.17972077957346239,0.1
60,NR_104901.1,1,1515,3,1463,96.5677,2.78878,17.0,1.0,621,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,2.788778877887789,0.6221485400533288,0.22308994986527644,0.04
61,NR_112143.1,1,1397,13,1397,100.0,12.4817,20.2,9.15,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,12.481746599856836,1.21278814058415,0.09716493848689899,0.16
62,NR_112174.1,1,1504,1,1368,90.9574,0.909574,16.6,1.0,1297793,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9095744680851063,0.2867904375895456,0.31530176764230744,0.01
63,NR_112789.1,1,1468,1,1321,89.9864,0.899864,18.5,1.0,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,0.8998637602179836,0.300181567162834,0.3335855719871615,0.01
64,NR_112899.1,1,1491,1,1361,91.281,0.91281,19.1,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,0.9128101945003353,0.2821129974258437,0.30905986712853273,0.01
65,NR_112901.1,1,1469,161,1456,99.115,151.676,19.6,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,151.67597004765148,24.088470951316474,0.15881534130784652,2.01
66,NR_112938.1,1,1478,7,1453,98.3085,6.42693,20.4,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,6.426928281461435,1.0344565275742732,0.1609566004584457,0.09
67,NR_112942.1,1,1473,27,1454,98.7101,25.5438,19.6,20.2,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,25.54378818737271,3.705505496647602,0.14506483805246154,0.34
68,NR_112943.1,1,1476,7,1449,98.1707,6.66125,18.9,53.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,6.661246612466124,1.0243060001780346,0.15377091703242263,0.09
69,NR_112945.1,1,1477,13,1468,99.3907,12.2681,19.5,39.0,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,12.268111035883548,1.796300273197545,0.14642028165081533,0.16
70,NR_112946.1,1,1489,85,1458,97.9181,80.0739,19.7,5.95,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,80.07387508394896,13.443308664339488,0.1678863255992745,1.06
71,NR_112947.1,1,1465,2,1447,98.7713,1.88737,19.9,36.0,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,1.8873720136518772,0.35286867511707753,0.18696296891374994,0.02
72,NR_113015.1,1,1490,3,1445,96.9799,2.73624,17.5,0.667,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,2.7362416107382552,0.649906009218932,0.2375177713358373,0.04
73,NR_113031.1,1,1524,1,1470,96.4567,0.964567,23.1,0.0,29466,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,0.9645669291338582,0.18487176191927512,0.1916629694999832,0.01
74,NR_113064.1,1,1490,57,1464,98.255,53.1624,20.5,0.93,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,53.16241610738255,10.301322496123312,0.19377077361035874,0.71
75,NR_113077.1,1,1480,4,1453,98.1757,3.83581,19.9,37.8,454154,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,3.835810810810811,0.609109910546831,0.1587956081749709,0.05
76,NR_113094.1,1,1494,11,1454,97.3226,10.1024,19.0,0.818,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,10.102409638554217,2.1539371698187857,0.21321023863441765,0.14
77,NR_113097.1,1,1480,18,1467,99.1216,16.0466,18.1,9.78,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella buccae,16.04662162162162,3.2133361366498865,0.2002500097790152,0.22
78,NR_113102.1,1,1494,1,1143,76.506,0.76506,14.9,0.0,1236509,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentasini,0.7650602409638554,0.4239611640942889,0.5541539625169446,0.01
79,NR_113110.1,1,1405,1,1158,82.4199,0.824199,15.4,1.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.8241992882562278,0.38065052409546973,0.4618428206857815,0.01
80,NR_113118.1,1,1481,1,1400,94.5307,0.945307,20.0,0.0,28135,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella oris,0.9453072248480756,0.22737958461151675,0.24053511772118308,0.01
81,NR_113165.1,1,1466,1,1321,90.1091,0.901091,15.6,15.0,147207,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,0.9010914051841746,0.29853925150201555,0.331308510750912,0.01
82,NR_113195.1,1,1490,39,1455,97.651,36.0456,18.7,1.72,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,36.04563758389262,6.932798065933914,0.1923339003172997,0.49
83,NR_113231.1,1,1491,71,1456,97.6526,66.9142,19.7,10.6,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,66.9141515761234,11.322153263771533,0.16920416678811412,0.89
84,NR_113270.1,1,1493,2,1430,95.7803,1.81112,19.1,0.0,1121114,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,1.811118553248493,0.48744136440684277,0.26913829772907405,0.02
85,NR_113273.1,1,1469,1,1341,91.2866,0.912866,14.5,0.0,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,0.9128658951667801,0.2820314744990966,0.3089517047271983,0.01
86,NR_113274.1,1,1478,176,1478,100.0,165.384,19.4,0.83,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,165.38430311231394,28.74809772882102,0.17382603540855948,2.2
87,NR_113379.1,1,1469,1,1384,94.2138,0.942138,17.0,1.0,134605,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium equinum,0.94213750850919,0.23348324044625865,0.24782289032915747,0.01
88,NR_113393.1,1,1528,8,1508,98.6911,7.55236,19.5,10.0,2741,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus niger,7.552356020942408,1.3351401279293234,0.17678458539653433,0.1
89,NR_113410.1,1,1390,57,1380,99.2806,55.0014,20.5,6.16,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,55.00143884892086,6.237620668073578,0.11340831801159255,0.71
90,NR_114304.1,1,1492,1,1384,92.7614,0.927614,18.9,1.0,1236517,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella fusca,0.9276139410187667,0.25912606477619954,0.2793468848598914,0.01
91,NR_114392.1,1,1494,1,1322,88.4873,0.884873,18.5,1.0,1544,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena orotica,0.8848728246318608,0.3191753575385997,0.36070195473726774,0.01
92,NR_114789.1,1,1505,3,1368,90.897,2.67508,21.2,4.33,1535,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,unclassified Oscillospiraceae genus,[Clostridium] leptum,2.6750830564784054,0.8764605710678075,0.3276386387126305,0.04
93,NR_114807.1,1,1456,11,1453,99.794,9.70398,16.6,0.182,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,9.703983516483516,2.3109000101413346,0.23813931734487814,0.14
94,NR_115211.1,1,1485,17,1462,98.4512,16.0397,20.3,1.06,253257,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,16.03973063973064,2.4934467500072666,0.15545440294558088,0.21
95,NR_116050.1,1,1454,1,1374,94.4979,0.944979,18.6,1.0,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,0.9449793672627235,0.2280205313353736,0.24129683592549725,0.01
96,NR_116181.1,1,1435,1,1345,93.7282,0.937282,16.1,35.0,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0.9372822299651568,0.2424546377298221,0.25867836813553513,0.01
