index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
26,NR_029356.1,1,1550,115,1481,95.5484,104.777,19.6,12.3,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,104.77741935483871,27.10396006868345,0.25868130972851416,0.74
27,NR_036776.1,1,1427,1,1278,89.5585,0.895585,22.1,6.0,33035,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,0.8955851436580238,0.3057979629053467,0.341450464057848,0.01
28,NR_036800.1,1,1481,42,1454,98.1769,39.8508,19.2,47.0,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,39.85077650236327,6.0929122550844586,0.15289318778325764,0.27
29,NR_036920.1,1,1451,1,1409,97.1054,0.971054,18.0,16.0,150240,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella cuniculi,0.9710544452101999,0.1676535405164799,0.17265102007765248,0.01
30,NR_036928.1,1,1431,13,1424,99.5108,12.1055,18.1,3.23,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,12.105520614954576,1.566835350912976,0.1294314718672556,0.08
32,NR_037068.1,1,1441,3,1410,97.8487,2.81957,18.1,3.33,29375,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanolytica,2.8195697432338656,0.5717670075507402,0.20278519760783079,0.02
33,NR_040866.1,1,1425,17,1408,98.807,16.0723,18.5,9.29,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,16.072280701754387,2.1530158509727326,0.13395832806340408,0.11
34,NR_041277.1,1,1490,13,1457,97.7852,11.9933,17.5,36.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,11.993288590604028,2.20279457741128,0.18366893790390637,0.08
35,NR_041313.1,1,1485,1,1379,92.862,0.92862,16.5,25.0,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.9286195286195286,0.257459316564722,0.2772495178380074,0.01
36,NR_041342.1,1,1488,74,1469,98.7231,69.5679,18.7,29.1,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,69.56787634408602,11.748574166785154,0.1688792986676228,0.48
37,NR_041343.1,1,1492,13,1455,97.5201,12.2453,18.9,60.0,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,12.245308310991957,2.123565145313899,0.17341867524949847,0.08
38,NR_041351.1,1,1493,491,1493,100.0,460.904,19.0,53.3,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,460.90354989953113,76.14885707270925,0.16521646901897016,3.16
39,NR_041446.1,1,1456,21,1451,99.6566,19.4918,18.3,6.62,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,19.49175824175824,2.990817115518115,0.15344008880177504,0.14
40,NR_041461.1,1,1492,2,1439,96.4477,1.80094,17.2,4.5,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,1.8009383378016086,0.4800850895921583,0.2665749734542241,0.01
41,NR_041590.1,1,1342,1085,1311,97.69,1004.05,19.8,18.8,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1004.048435171386,212.38835912237718,0.21153198559203326,6.98
42,NR_041668.1,1,1484,1,1316,88.6792,0.886792,17.5,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.8867924528301887,0.316846332523521,0.3572948005052471,0.01
43,NR_042007.1,1,1454,2,1389,95.5296,1.78198,16.6,8.0,622312,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,1.781980742778542,0.5097993614159696,0.2860857859895098,0.01
44,NR_042152.1,1,1456,11,1435,98.5577,9.28503,17.9,0.0909,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,9.285027472527473,2.7246223650649437,0.29344257441634425,0.07
45,NR_042745.1,1,1493,79,1471,98.5265,74.5613,20.0,0.0127,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,74.56128600133958,12.66788510425687,0.1698989620971569,0.51
46,NR_042825.1,1,1427,1,1337,93.6931,0.936931,14.6,12.0,883106,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,Paraeggerthella hongkongensis,0.9369306236860546,0.2430877003990833,0.25945112077000143,0.01
47,NR_042832.1,1,1456,3,1440,98.9011,2.68269,16.8,5.0,301302,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,2.6826923076923075,0.6448250498281465,0.2403648931259041,0.02
48,NR_042877.1,1,1360,1,1326,97.5,0.975,20.8,8.0,733,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Canicola,Canicola haemoglobinophilus,0.975,0.15612494995995832,0.16012815380508547,0.01
49,NR_042927.1,1,1471,10,1468,99.7961,9.68525,19.9,1.2,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,9.685248130523453,0.7616174264713214,0.07863685227341291,0.06
50,NR_043016.1,1,1419,23,1418,99.9295,22.2523,19.2,4.04,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,22.2522903453136,1.556925480891689,0.06996697673502998,0.15
51,NR_043142.1,1,1465,65,1464,99.9317,61.828,18.9,11.6,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,61.82798634812287,7.258590417777817,0.11739975448833603,0.42
52,NR_043656.1,1,1540,6,1492,96.8831,5.13182,15.8,4.33,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,5.131818181818182,1.2700958418409387,0.2474943181620961,0.04
53,NR_043657.1,1,1553,485,1532,98.6478,438.771,18.4,10.4,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,438.7714101738571,98.17512589698289,0.2237500521241399,3.12
54,NR_043681.1,1,1420,8,1418,99.8592,7.12042,17.1,7.62,358743,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,7.120422535211268,1.3296212916505439,0.18673348176676613,0.05
55,NR_044022.2,1,1514,1,1303,86.0634,0.860634,13.0,27.0,404403,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,unclassified Eubacteriales family,Howardella,Howardella ureilytica,0.8606340819022457,0.34632796446507996,0.40241023653118274,0.01
56,NR_044049.1,1,1440,3,1424,98.8889,2.69236,16.5,8.67,33043,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,2.692361111111111,0.5693051150685464,0.21145199012089422,0.02
57,NR_044289.1,1,1454,3,1409,96.9051,2.79436,20.1,1.0,460384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis,2.794360385144429,0.6225440081327756,0.22278586951145846,0.02
58,NR_044473.1,1,1399,131,1399,100.0,124.065,18.1,28.4,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,124.0650464617584,8.860167014368415,0.07141549749146676,0.84
59,NR_044490.1,1,1482,54,1462,98.6505,50.7665,19.6,55.1,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,50.766531713900136,8.122843115478954,0.1600039010199879,0.35
60,NR_044650.1,1,1377,1,941,68.337,0.68337,18.5,14.0,39029,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera cerevisiae,0.6833696441539578,0.46516187892265265,0.6806885305807574,0.01
61,NR_044657.2,1,1470,32,1443,98.1633,28.502,19.3,40.7,2153,Bacteria,unclassified Bacteria kingdom,Mycoplasmatota,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,28.50204081632653,6.147478542761111,0.21568555677738396,0.21
62,NR_044688.3,1,1456,11,1431,98.283,10.3091,19.4,14.1,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,10.309065934065934,1.619108154334639,0.15705672702939602,0.07
63,NR_044715.2,1,1476,1,1409,95.4607,0.954607,17.3,1.0,1531,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,0.9546070460704607,0.2081644389973698,0.21806296093691827,0.01
64,NR_074376.1,1,1497,2,1435,95.8584,1.61991,18.8,1.0,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,1.6199064796259186,0.5643179666403011,0.3483645344579508,0.01
65,NR_074515.1,1,1510,86,1463,96.8874,79.896,18.9,15.5,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,79.89602649006622,16.452272456394308,0.20592103486447955,0.55
66,NR_074902.1,1,1542,2,1454,94.2931,1.81128,16.7,0.0,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1.811284046692607,0.5169523440917602,0.28540655731811465,0.01
67,NR_074980.1,1,1551,1,1444,93.1012,0.931012,22.8,0.0,479436,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,0.9310122501611864,0.2534333052520729,0.27221264296811987,0.01
68,NR_102852.1,1,1519,16,1472,96.9059,14.6155,18.2,0.25,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,14.615536537195524,3.2515224911846006,0.22247027900136968,0.1
69,NR_102893.1,1,1537,12,1464,95.2505,10.5107,18.6,2.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,10.510735198438516,2.751479506101324,0.26177802543347173,0.08
70,NR_102980.1,1,1552,669,1526,98.3247,615.975,19.2,1.93,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,615.9748711340206,134.68088003075906,0.2186467116471962,4.3
71,NR_104684.1,1,1493,1,1406,94.1728,0.941728,21.7,1.0,887325,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum saburreum,0.941728064300067,0.23425694698282806,0.2487522203736574,0.01
72,NR_104687.1,1,1492,2,1372,91.9571,1.68767,15.9,1.0,537007,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hansenii,1.6876675603217157,0.6128937882293155,0.36316025895080967,0.01
73,NR_104700.1,1,1493,20,1473,98.6604,17.5345,17.5,1.1,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,17.534494306764902,4.43736445549817,0.2530648661927029,0.13
74,NR_104735.1,1,1511,38,1458,96.4924,33.4097,18.0,3.32,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,33.409662475181996,8.729534786170799,0.2612877275445521,0.24
75,NR_104737.1,1,1521,2,1375,90.4011,1.62656,16.8,1.0,1732,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium oxidoreducens,1.6265614727153188,0.6526569963111238,0.4012495114750281,0.01
76,NR_104800.1,1,1522,1,1330,87.385,0.87385,21.5,1.0,290055,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena fissicatena,0.873850197109067,0.33201811715855617,0.37994855211678386,0.01
77,NR_104803.1,1,1521,1,1406,92.4392,0.924392,19.3,5.0,39482,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,0.9243918474687706,0.26437011896589985,0.2859935639737793,0.01
78,NR_104899.1,1,1480,29,1453,98.1757,27.2365,18.3,3.55,384636,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanisolvens,27.236486486486488,4.486859924217269,0.1647371046351168,0.19
79,NR_112025.1,1,1403,1,1353,96.4362,0.964362,18.1,1.0,889201,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,0.9643620812544548,0.1853856992678559,0.19223661202720016,0.01
80,NR_112143.1,1,1397,6,1397,100.0,5.70723,19.2,1.0,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,5.70722977809592,0.6472545284922434,0.1134095793683261,0.04
81,NR_112174.1,1,1504,7,1462,97.2074,6.13431,17.8,1.86,1297793,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,6.134308510638298,1.6443952359622118,0.2680652975164932,0.05
82,NR_112789.1,1,1468,6,1454,99.0463,5.47139,16.8,7.0,536633,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia glucerasea,5.471389645776567,1.0114461970288242,0.18486093342110482,0.04
83,NR_112899.1,1,1491,19,1432,96.0429,17.3521,18.0,0.263,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,17.35211267605634,3.908934961329618,0.2252714141675348,0.12
84,NR_112901.1,1,1469,223,1458,99.2512,210.276,19.0,0.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,210.27569775357387,33.30678552724347,0.15839579125437658,1.43
85,NR_112932.1,1,1478,2,1451,98.1732,1.93166,23.9,60.0,47678,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,1.9316644113667119,0.31654651353112717,0.16387241576147318,0.01
86,NR_112935.1,1,1488,51,1470,98.7903,47.8891,19.0,59.3,28111,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,47.88911290322581,7.95479092594051,0.16610854625800922,0.33
87,NR_112938.1,1,1478,84,1467,99.2558,79.5034,19.2,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,79.50338294993234,10.916198286829582,0.1373048275656913,0.54
88,NR_112940.1,1,1459,7,1451,99.4517,6.73886,17.7,14.9,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,6.7388622344071285,0.7176930290645634,0.10650062341387287,0.05
89,NR_112942.1,1,1473,40,1452,98.5743,37.9131,18.8,16.4,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,37.91310251188052,5.43060130157054,0.14323811404959005,0.26
90,NR_112943.1,1,1476,14,1451,98.3062,13.3401,19.1,55.8,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,13.340108401084011,1.9490922045540908,0.14610767363747273,0.09
91,NR_112944.1,1,1461,1,1414,96.783,0.96783,19.7,22.0,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,0.9678302532511978,0.17645071307002486,0.1823157650603298,0.01
92,NR_112945.1,1,1477,75,1464,99.1198,71.2011,18.7,34.4,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,71.20108327691266,10.14135964928065,0.1424326594841155,0.48
93,NR_112946.1,1,1489,71,1476,99.1269,66.1115,19.0,1.13,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,66.1114842175957,12.322003165121426,0.18638218928144865,0.46
94,NR_112947.1,1,1465,5,1452,99.1126,4.79522,17.9,49.8,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,4.795221843003413,0.633839027863557,0.13218137734094107,0.03
95,NR_113015.1,1,1490,9,1449,97.2483,7.83221,18.5,0.667,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,7.832214765100671,2.0857544450108927,0.2663045521050754,0.06
96,NR_113064.1,1,1490,119,1490,100.0,109.877,19.2,0.95,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,109.87718120805368,20.8894906971094,0.19011673276869848,0.77
97,NR_113067.1,1,1475,21,1457,98.7797,20.0373,18.8,28.8,1077285,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,20.03728813559322,2.7052928852425557,0.13501292524895178,0.14
98,NR_113077.1,1,1480,2,1444,97.5676,1.85608,19.1,46.5,454154,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,1.856081081081081,0.4145538714627763,0.22334900974332322,0.01
